life_course_id,n_nodes,record_ids,birth_year_estimates,issues,flagged
917,2,"['C01287', 'R00701']","[1807, 1805]",[],False
918,2,"['C01289', 'R01765']","[1830, 1833]",[],False
919,2,"['C01290', 'R01369']","[1803, 1800]",[],False
920,2,"['C01291', 'R00035']","[1832, 1831]",[],False
921,2,"['C01293', 'R01710']","[1795, 1797]",[],False
922,2,"['C01294', 'R00608']","[1788, 1786]",[],False
923,2,"['C01296', 'R00427']","[1811, 1811]",[],False
924,2,"['C01297', 'R02619']","[1830, 1831]",[],False
925,2,"['C01298', 'R00422']","[1802, 1805]",[],False
926,2,"['C01300', 'R02773']","[1814, 1812]",[],False
927,2,"['C01301', 'R02071']","[1804, 1807]",[],False
928,2,"['C01302', 'R02713']","[1837, 1836]",[],False
929,2,"['C01303', 'R01465']","[1795, 1794]",[],False
930,2,"['C01304', 'R01421']","[1838, 1838]",[],False
931,2,"['C01306', 'R00799']","[1781, 1781]",[],False
932,2,"['C01307', 'R02982']","[1808, 1810]",[],False
933,2,"['C01308', 'R01256']","[1820, 1818]",[],False
934,2,"['C01309', 'R00768']","[1836, 1838]",[],False
935,2,"['C01310', 'R00941']","[1805, 1805]",[],False
936,2,"['C01311', 'R00190']","[1833, 1832]",[],False
937,2,"['C01314', 'R01819']","[1796, 1798]",[],False
938,2,"['C01317', 'R00525']","[1836, 1836]",[],False
939,2,"['C01319', 'R00762']","[1789, 1787]",[],False
940,2,"['C01320', 'R00717']","[1819, 1819]",[],False
941,2,"['C01323', 'R01066']","[1827, 1824]",[],False
942,2,"['C01326', 'R01628']","[1826, 1825]",[],False
943,2,"['C01327', 'R02018']","[1799, 1797]",[],False
944,2,"['C01328', 'R01417']","[1825, 1828]",[],False
945,2,"['C01329', 'R01599']","[1817, 1819]",[],False
946,2,"['C01330', 'R00795']","[1799, 1797]",[],False
947,2,"['C01333', 'R01981']","[1789, 1787]",[],False
948,2,"['C01334', 'R00164']","[1821, 1821]",[],False
949,2,"['C01335', 'R01521']","[1790, 1791]",[],False
950,2,"['C01337', 'R01300']","[1781, 1780]",[],False
951,2,"['C01340', 'R00728']","[1836, 1837]",[],False
952,2,"['C01341', 'R01532']","[1796, 1796]",[],False
953,2,"['C01342', 'R01095']","[1801, 1800]",[],False
954,2,"['C01343', 'R01961']","[1818, 1819]",[],False
955,2,"['C01344', 'R02586']","[1781, 1781]",[],False
956,2,"['C01345', 'R02274']","[1828, 1831]",[],False
957,2,"['C01346', 'R01650']","[1826, 1822]",['birth_year_conflict'],True
958,2,"['C01347', 'R02730']","[1785, 1783]",[],False
959,2,"['C01348', 'R00317']","[1791, 1790]",[],False
960,2,"['C01350', 'R02126']","[1795, 1797]",[],False
961,2,"['C01351', 'R00111']","[1817, 1815]",[],False
962,2,"['C01352', 'R01070']","[1808, 1809]",[],False
963,2,"['C01354', 'R00959']","[1790, 1790]",[],False
964,2,"['C01355', 'R00082']","[1836, 1838]",[],False
965,2,"['C01356', 'R02893']","[1798, 1800]",[],False
966,2,"['C01357', 'R00863']","[1785, 1786]",[],False
967,2,"['C01360', 'R00807']","[1813, 1813]",[],False
968,2,"['C01361', 'R00657']","[1819, 1810]",['birth_year_conflict'],True
969,2,"['C01362', 'R00396']","[1812, 1813]",[],False
970,2,"['C01364', 'R00708']","[1825, 1827]",[],False
971,2,"['C01365', 'R00826']","[1838, 1838]",[],False
972,2,"['C01366', 'R01476']","[1831, 1830]",[],False
973,2,"['C01367', 'R00544']","[1784, 1785]",[],False
974,2,"['C01368', 'R01240']","[1812, 1811]",[],False
975,2,"['C01369', 'R00299']","[1822, 1820]",[],False
976,2,"['C01370', 'R01257']","[1808, 1808]",[],False
977,2,"['C01371', 'R00423']","[1798, 1803]",['birth_year_conflict'],True
978,2,"['C01373', 'R02717']","[1817, 1817]",[],False
979,2,"['C01374', 'R01671']","[1793, 1794]",[],False
980,2,"['C01375', 'R02948']","[1800, 1801]",[],False
981,2,"['C01376', 'R01499']","[1802, 1802]",[],False
982,2,"['C01377', 'R02981']","[1830, 1829]",[],False
983,2,"['C01378', 'R01472']","[1783, 1781]",[],False
984,2,"['C01380', 'R01579']","[1804, 1803]",[],False
985,2,"['C01381', 'R00349']","[1783, 1784]",[],False
986,2,"['C01382', 'R00000']","[1829, 1828]",[],False
987,2,"['C01383', 'R02334']","[1807, 1803]",['birth_year_conflict'],True
988,2,"['C01384', 'R02781']","[1816, 1818]",[],False
989,2,"['C01385', 'R01738']","[1799, 1796]",[],False
990,2,"['C01386', 'R01617']","[1792, 1791]",[],False
991,2,"['C01387', 'R01335']","[1836, 1838]",[],False
992,2,"['C01389', 'R02093']","[1810, 1808]",[],False
993,2,"['C01390', 'R02690']","[1786, 1786]",[],False
994,2,"['C01391', 'R01963']","[1818, 1819]",[],False
995,2,"['C01392', 'R00418']","[1792, 1791]",[],False
996,2,"['C01393', 'R02861']","[1804, 1804]",[],False
997,2,"['C01394', 'R00769']","[1809, 1810]",[],False
998,2,"['C01395', 'R01234']","[1813, 1814]",[],False
999,2,"['C01398', 'R02164']","[1780, 1780]",[],False
1000,2,"['C01400', 'R00047']","[1785, 1789]",['birth_year_conflict'],True
1001,2,"['C01401', 'R00371']","[1782, 1781]",[],False
1002,2,"['C01402', 'R01712']","[1810, 1813]",[],False
1003,2,"['C01406', 'R01210']","[1785, 1786]",[],False
1004,2,"['C01407', 'R02926']","[1782, 1783]",[],False
1005,2,"['C01408', 'R00237']","[1819, 1819]",[],False
1006,2,"['C01412', 'R01104']","[1819, 1820]",[],False
1007,2,"['C01413', 'R02419']","[1828, 1832]",['birth_year_conflict'],True
1008,2,"['C01414', 'R00350']","[1838, 1839]",[],False
1009,2,"['C01415', 'R00709']","[1795, 1793]",[],False
1010,2,"['C01417', 'R00855']","[1820, 1819]",[],False
1011,2,"['C01418', 'R01158']","[1778, 1780]",[],False
1012,2,"['C01419', 'R00018']","[1835, 1834]",[],False
1013,2,"['C01420', 'R00053']","[1781, 1781]",[],False
1014,2,"['C01421', 'R00813']","[1800, 1799]",[],False
1015,2,"['C01422', 'R02776']","[1788, 1788]",[],False
1016,2,"['C01424', 'R00907']","[1814, 1819]",['birth_year_conflict'],True
1017,2,"['C01425', 'R02539']","[1783, 1782]",[],False
1018,2,"['C01426', 'R00019']","[1809, 1808]",[],False
1019,2,"['C01429', 'R02456']","[1780, 1781]",[],False
1020,2,"['C01430', 'R01213']","[1822, 1823]",[],False
1021,2,"['C01433', 'R01100']","[1798, 1797]",[],False
1022,2,"['C01434', 'R01468']","[1834, 1836]",[],False
1023,2,"['C01437', 'R00373']","[1827, 1825]",[],False
1024,2,"['C01439', 'R01164']","[1815, 1817]",[],False
1025,2,"['C01444', 'R00746']","[1787, 1790]",[],False
1026,2,"['C01445', 'R02838']","[1817, 1817]",[],False
1027,2,"['C01446', 'R02307']","[1819, 1821]",[],False
1028,2,"['C01447', 'R01797']","[1819, 1821]",[],False
1029,2,"['C01448', 'R01781']","[1809, 1809]",[],False
1030,2,"['C01449', 'R02901']","[1818, 1820]",[],False
1031,2,"['C01450', 'R02600']","[1780, 1781]",[],False
1032,2,"['C01453', 'R01027']","[1793, 1793]",[],False
1033,2,"['C01454', 'R00797']","[1821, 1823]",[],False
1034,2,"['C01455', 'R00156']","[1802, 1804]",[],False
1035,2,"['C01457', 'R00562']","[1814, 1815]",[],False
1036,2,"['C01458', 'R02671']","[1781, 1779]",[],False
1037,2,"['C01460', 'R00473']","[1806, 1806]",[],False
1038,2,"['C01461', 'R00590']","[1840, 1838]",[],False
1039,2,"['C01464', 'R02442']","[1799, 1797]",[],False
1040,2,"['C01465', 'R00624']","[1826, 1826]",[],False
1041,2,"['C01468', 'R00713']","[1782, 1782]",[],False
1042,2,"['C01469', 'R00523']","[1813, 1816]",[],False
1043,2,"['C01470', 'R01174']","[1820, 1819]",[],False
1044,2,"['C01471', 'R02435']","[1811, 1811]",[],False
1045,2,"['C01472', 'R01302']","[1783, 1782]",[],False
1046,2,"['C01474', 'R01506']","[1832, 1833]",[],False
1047,2,"['C01475', 'R00906']","[1831, 1830]",[],False
1048,2,"['C01476', 'R01621']","[1783, 1784]",[],False
1049,2,"['C01477', 'R02927']","[1790, 1792]",[],False
1050,2,"['C01478', 'R00833']","[1802, 1803]",[],False
1051,2,"['C01479', 'R00744']","[1834, 1831]",[],False
1052,2,"['C01481', 'R00182']","[1809, 1808]",[],False
1053,2,"['C01483', 'R02630']","[1788, 1788]",[],False
1054,2,"['C01484', 'R00792']","[1810, 1813]",[],False
1055,2,"['C01486', 'R00454']","[1815, 1816]",[],False
1056,2,"['C01487', 'R02441']","[1832, 1831]",[],False
1057,2,"['C01488', 'R00975']","[1800, 1801]",[],False
1058,2,"['C01490', 'R02938']","[1821, 1817]",['birth_year_conflict'],True
1059,2,"['C01491', 'R02548']","[1819, 1820]",[],False
1060,2,"['C01492', 'R00126']","[1830, 1830]",[],False
1061,2,"['C01493', 'R00985']","[1819, 1817]",[],False
1062,2,"['C01494', 'R02447']","[1838, 1840]",[],False
1063,2,"['C01495', 'R00091']","[1796, 1795]",[],False
1064,2,"['C01496', 'R01887']","[1830, 1833]",[],False
1065,2,"['C01497', 'R01126']","[1825, 1827]",[],False
1066,2,"['C01498', 'R02667']","[1818, 1821]",[],False
1067,2,"['C01500', 'R01403']","[1803, 1802]",[],False
1068,2,"['C01502', 'R02589']","[1833, 1832]",[],False
1069,2,"['C01503', 'R00770']","[1812, 1810]",[],False
1070,2,"['C01504', 'R01113']","[1805, 1807]",[],False
1071,2,"['C01506', 'R01136']","[1832, 1833]",[],False
1072,2,"['C01508', 'R01057']","[1823, 1823]",[],False
1073,2,"['C01509', 'R01140']","[1824, 1825]",[],False
1074,2,"['C01510', 'R02509']","[1786, 1786]",[],False
1075,2,"['C01511', 'R02346']","[1837, 1837]",[],False
1076,2,"['C01512', 'R01966']","[1833, 1836]",[],False
1077,2,"['C01514', 'R01695']","[1798, 1800]",[],False
1078,2,"['C01515', 'R00048']","[1834, 1834]",[],False
1079,2,"['C01517', 'R01109']","[1786, 1783]",[],False
1080,2,"['C01518', 'R01825']","[1831, 1831]",[],False
1081,2,"['C01520', 'R01609']","[1789, 1785]",['birth_year_conflict'],True
1082,2,"['C01521', 'R00829']","[1820, 1822]",[],False
1083,2,"['C01522', 'R00653']","[1836, 1834]",[],False
1084,2,"['C01523', 'R00942']","[1780, 1779]",[],False
1085,2,"['C01525', 'R00697']","[1814, 1816]",[],False
1086,2,"['C01526', 'R02847']","[1799, 1795]",['birth_year_conflict'],True
1087,2,"['C01528', 'R00329']","[1836, 1838]",[],False
1088,2,"['C01530', 'R02393']","[1834, 1834]",[],False
1089,2,"['C01531', 'R01587']","[1797, 1796]",[],False
1090,2,"['C01532', 'R01707']","[1824, 1828]",['birth_year_conflict'],True
1091,2,"['C01533', 'R02973']","[1815, 1815]",[],False
1092,2,"['C01534', 'R02534']","[1811, 1812]",[],False
1093,2,"['C01535', 'R01086']","[1815, 1811]",['birth_year_conflict'],True
1094,2,"['C01536', 'R02526']","[1812, 1811]",[],False
1095,2,"['C01537', 'R00046']","[1813, 1815]",[],False
1096,2,"['C01541', 'R02489']","[1813, 1811]",[],False
1097,2,"['C01542', 'R01798']","[1803, 1801]",[],False
1098,2,"['C01543', 'R02021']","[1820, 1822]",[],False
1099,2,"['C01544', 'R02271']","[1796, 1794]",[],False
1100,2,"['C01545', 'R01192']","[1826, 1826]",[],False
1101,2,"['C01546', 'R01680']","[1779, 1779]",[],False
1102,2,"['C01547', 'R01289']","[1807, 1807]",[],False
1103,2,"['C01548', 'R02209']","[1782, 1783]",[],False
1104,2,"['C01549', 'R02571']","[1822, 1823]",[],False
1105,2,"['C01550', 'R02945']","[1779, 1781]",[],False
1106,2,"['C01551', 'R02135']","[1823, 1822]",[],False
1107,2,"['C01552', 'R01636']","[1808, 1807]",[],False
1108,2,"['C01553', 'R00991']","[1799, 1802]",[],False
1109,2,"['C01554', 'R00518']","[1811, 1808]",[],False
1110,2,"['C01555', 'R00012']","[1797, 1798]",[],False
1111,2,"['C01556', 'R02319']","[1837, 1836]",[],False
1112,2,"['C01557', 'R00168']","[1796, 1798]",[],False
1113,2,"['C01559', 'R01951']","[1820, 1819]",[],False
1114,2,"['C01560', 'R00846']","[1820, 1820]",[],False
1115,2,"['C01561', 'R02252']","[1836, 1837]",[],False
1116,2,"['C01563', 'R01567']","[1792, 1794]",[],False
1117,2,"['C01565', 'R00198']","[1828, 1827]",[],False
1118,2,"['C01566', 'R01984']","[1838, 1838]",[],False
1119,2,"['C01567', 'R01312']","[1836, 1835]",[],False
1120,2,"['C01568', 'R01516']","[1835, 1836]",[],False
1121,2,"['C01569', 'R00304']","[1831, 1832]",[],False
1122,2,"['C01570', 'R01275']","[1828, 1829]",[],False
1123,2,"['C01571', 'R02382']","[1814, 1816]",[],False
1124,2,"['C01572', 'R00772']","[1806, 1804]",[],False
1125,2,"['C01573', 'R01952']","[1801, 1803]",[],False
1126,2,"['C01575', 'R02736']","[1797, 1796]",[],False
1127,2,"['C01576', 'R02552']","[1804, 1805]",[],False
1128,2,"['C01577', 'R00060']","[1801, 1799]",[],False
1129,2,"['C01578', 'R00195']","[1826, 1825]",[],False
1130,2,"['C01579', 'R02215']","[1805, 1806]",[],False
1131,2,"['C01580', 'R01026']","[1827, 1829]",[],False
1132,2,"['C01582', 'R00150']","[1840, 1840]",[],False
1133,2,"['C01583', 'R02710']","[1792, 1790]",[],False
1134,2,"['C01584', 'R01088']","[1796, 1797]",[],False
1135,2,"['C01585', 'R01379']","[1831, 1834]",[],False
1136,2,"['C01586', 'R00335']","[1791, 1788]",[],False
1137,2,"['C01587', 'R02075']","[1837, 1839]",[],False
1138,2,"['C01591', 'R00611']","[1820, 1819]",[],False
1139,2,"['C01594', 'R00436']","[1835, 1839]",['birth_year_conflict'],True
1140,2,"['C01595', 'R02404']","[1836, 1836]",[],False
1141,2,"['C01596', 'R00558']","[1799, 1796]",[],False
1142,2,"['C01597', 'R00550']","[1791, 1791]",[],False
1143,2,"['C01599', 'R02890']","[1807, 1809]",[],False
1144,2,"['C01600', 'R01916']","[1804, 1799]",['birth_year_conflict'],True
1145,2,"['C01601', 'R00058']","[1799, 1797]",[],False
1146,2,"['C01602', 'R00820']","[1814, 1816]",[],False
1147,2,"['C01603', 'R00471']","[1836, 1836]",[],False
1148,2,"['C01604', 'R01753']","[1811, 1810]",[],False
1149,2,"['C01605', 'R02411']","[1799, 1796]",[],False
1150,2,"['C01606', 'R01730']","[1794, 1792]",[],False
1151,2,"['C01607', 'R02225']","[1828, 1830]",[],False
1152,2,"['C01608', 'R01583']","[1820, 1820]",[],False
1153,2,"['C01609', 'R02583']","[1792, 1794]",[],False
1154,2,"['C01610', 'R02283']","[1804, 1805]",[],False
1155,2,"['C01611', 'R00187']","[1803, 1804]",[],False
1156,2,"['C01615', 'R01466']","[1824, 1824]",[],False
1157,2,"['C01618', 'R00488']","[1795, 1794]",[],False
1158,2,"['C01620', 'R00893']","[1813, 1812]",[],False
1159,2,"['C01621', 'R00970']","[1801, 1802]",[],False
1160,2,"['C01622', 'R00842']","[1830, 1834]",['birth_year_conflict'],True
1161,2,"['C01623', 'R01610']","[1818, 1820]",[],False
1162,2,"['C01624', 'R02322']","[1808, 1808]",[],False
1163,2,"['C01625', 'R01919']","[1826, 1828]",[],False
1164,2,"['C01626', 'R01334']","[1812, 1810]",[],False
1165,2,"['C01628', 'R01357']","[1838, 1838]",[],False
1166,2,"['C01629', 'R01285']","[1808, 1807]",[],False
1167,2,"['C01630', 'R00622']","[1787, 1787]",[],False
1168,2,"['C01631', 'R01127']","[1834, 1834]",[],False
1169,2,"['C01632', 'R01854']","[1814, 1813]",[],False
1170,2,"['C01633', 'R02049']","[1831, 1834]",[],False
1171,2,"['C01634', 'R02864']","[1798, 1801]",[],False
1172,2,"['C01635', 'R02427']","[1827, 1827]",[],False
1173,2,"['C01636', 'R01250']","[1803, 1805]",[],False
1174,2,"['C01637', 'R01533']","[1809, 1808]",[],False
1175,2,"['C01638', 'R02495']","[1793, 1792]",[],False
1176,2,"['C01641', 'R01167']","[1822, 1818]",['birth_year_conflict'],True
1177,2,"['C01644', 'R00874']","[1786, 1789]",[],False
1178,2,"['C01645', 'R00296']","[1797, 1799]",[],False
1179,2,"['C01646', 'R00385']","[1789, 1787]",[],False
1180,2,"['C01648', 'R01471']","[1807, 1808]",[],False
1181,2,"['C01649', 'R02605']","[1811, 1810]",[],False
1182,2,"['C01650', 'R02166']","[1789, 1789]",[],False
1183,2,"['C01651', 'R01292']","[1831, 1832]",[],False
1184,2,"['C01653', 'R02000']","[1822, 1825]",[],False
1185,2,"['C01656', 'R01720']","[1828, 1827]",[],False
1186,2,"['C01658', 'R01489']","[1792, 1791]",[],False
1187,2,"['C01659', 'R00076']","[1819, 1815]",['birth_year_conflict'],True
1188,2,"['C01660', 'R01740']","[1812, 1813]",[],False
1189,2,"['C01661', 'R00884']","[1794, 1792]",[],False
1190,2,"['C01665', 'R00691']","[1834, 1834]",[],False
1191,2,"['C01666', 'R02137']","[1830, 1828]",[],False
1192,2,"['C01667', 'R02558']","[1790, 1792]",[],False
1193,2,"['C01668', 'R00326']","[1796, 1796]",[],False
1194,2,"['C01670', 'R02594']","[1795, 1795]",[],False
1195,2,"['C01671', 'R02034']","[1830, 1831]",[],False
1196,2,"['C01672', 'R01937']","[1807, 1810]",[],False
1197,2,"['C01673', 'R02118']","[1796, 1797]",[],False
1198,2,"['C01674', 'R00338']","[1819, 1821]",[],False
1199,2,"['C01677', 'R02661']","[1824, 1825]",[],False
1200,2,"['C01678', 'R00808']","[1804, 1805]",[],False
1201,2,"['C01679', 'R01983']","[1816, 1816]",[],False
1202,2,"['C01680', 'R02149']","[1806, 1806]",[],False
1203,2,"['C01686', 'R00174']","[1805, 1807]",[],False
1204,2,"['C01687', 'R00548']","[1834, 1830]",['birth_year_conflict'],True
1205,2,"['C01688', 'R00061']","[1812, 1809]",[],False
1206,2,"['C01690', 'R01758']","[1823, 1820]",[],False
1207,2,"['C01691', 'R02058']","[1838, 1837]",[],False
1208,2,"['C01692', 'R00352']","[1790, 1791]",[],False
1209,2,"['C01693', 'R02309']","[1816, 1814]",[],False
1210,2,"['C01694', 'R01153']","[1783, 1782]",[],False
1211,2,"['C01698', 'R01969']","[1808, 1808]",[],False
1212,2,"['C01700', 'R02563']","[1829, 1832]",[],False
1213,2,"['C01701', 'R00955']","[1794, 1795]",[],False
1214,2,"['C01702', 'R00232']","[1830, 1828]",[],False
1215,2,"['C01703', 'R01069']","[1801, 1801]",[],False
1216,2,"['C01705', 'R02350']","[1835, 1836]",[],False
1217,2,"['C01707', 'R00840']","[1818, 1815]",[],False
1218,2,"['C01710', 'R00139']","[1818, 1819]",[],False
1219,2,"['C01711', 'R00606']","[1785, 1785]",[],False
1220,2,"['C01713', 'R02537']","[1822, 1821]",[],False
1221,2,"['C01715', 'R02696']","[1814, 1812]",[],False
1222,2,"['C01716', 'R02798']","[1814, 1812]",[],False
1223,2,"['C01720', 'R02127']","[1812, 1811]",[],False
1224,2,"['C01722', 'R01543']","[1785, 1784]",[],False
1225,2,"['C01725', 'R01245']","[1787, 1786]",[],False
1226,2,"['C01727', 'R02852']","[1780, 1782]",[],False
1227,2,"['C01728', 'R02374']","[1794, 1794]",[],False
1228,2,"['C01729', 'R01535']","[1819, 1820]",[],False
1229,2,"['C01730', 'R01204']","[1836, 1837]",[],False
1230,2,"['C01731', 'R02554']","[1783, 1786]",[],False
1231,2,"['C01732', 'R00743']","[1779, 1780]",[],False
1232,2,"['C01733', 'R00517']","[1782, 1783]",[],False
1233,2,"['C01734', 'R01478']","[1828, 1828]",[],False
1234,2,"['C01735', 'R02523']","[1830, 1829]",[],False
1235,2,"['C01737', 'R01663']","[1807, 1808]",[],False
1236,2,"['C01738', 'R01247']","[1821, 1822]",[],False
1237,2,"['C01739', 'R02245']","[1784, 1787]",[],False
1238,2,"['C01740', 'R00664']","[1802, 1802]",[],False
1239,2,"['C01741', 'R01597']","[1834, 1836]",[],False
1240,2,"['C01742', 'R01042']","[1792, 1794]",[],False
1241,2,"['C01743', 'R01422']","[1787, 1784]",[],False
1242,2,"['C01744', 'R02104']","[1794, 1794]",[],False
1243,2,"['C01745', 'R01577']","[1820, 1818]",[],False
1244,2,"['C01748', 'R01131']","[1836, 1838]",[],False
1245,2,"['C01749', 'R01787']","[1827, 1827]",[],False
1246,2,"['C01751', 'R00852']","[1794, 1794]",[],False
1247,2,"['C01752', 'R01817']","[1826, 1824]",[],False
1248,2,"['C01755', 'R01092']","[1781, 1779]",[],False
1249,2,"['C01756', 'R02805']","[1792, 1792]",[],False
1250,2,"['C01759', 'R00064']","[1819, 1818]",[],False
1251,2,"['C01760', 'R01464']","[1801, 1799]",[],False
1252,2,"['C01762', 'R00325']","[1800, 1803]",[],False
1253,2,"['C01763', 'R00781']","[1783, 1781]",[],False
1254,2,"['C01764', 'R01225']","[1834, 1839]",['birth_year_conflict'],True
1255,2,"['C01765', 'R00759']","[1786, 1783]",[],False
1256,2,"['C01766', 'R01216']","[1820, 1819]",[],False
1257,2,"['C01767', 'R00673']","[1797, 1795]",[],False
1258,2,"['C01768', 'R01834']","[1795, 1795]",[],False
1259,2,"['C01771', 'R00002']","[1823, 1821]",[],False
1260,2,"['C01772', 'R01853']","[1808, 1808]",[],False
1261,2,"['C01774', 'R00013']","[1786, 1787]",[],False
1262,2,"['C01775', 'R02994']","[1807, 1805]",[],False
1263,2,"['C01776', 'R01183']","[1792, 1793]",[],False
1264,2,"['C01777', 'R00655']","[1821, 1820]",[],False
1265,2,"['C01778', 'R01032']","[1837, 1838]",[],False
1266,2,"['C01779', 'R01273']","[1790, 1789]",[],False
1267,2,"['C01780', 'R00948']","[1795, 1795]",[],False
1268,2,"['C01782', 'R00255']","[1792, 1794]",[],False
1269,2,"['C01785', 'R00275']","[1810, 1810]",[],False
1270,2,"['C01786', 'R02943']","[1835, 1835]",[],False
1271,2,"['C01787', 'R01038']","[1791, 1792]",[],False
1272,2,"['C01788', 'R01976']","[1842, 1842]",[],False
1273,2,"['C01789', 'R02131']","[1839, 1838]",[],False
1274,2,"['C01791', 'R02158']","[1780, 1781]",[],False
1275,2,"['C01792', 'R02407']","[1782, 1783]",[],False
1276,2,"['C01793', 'R02038']","[1834, 1835]",[],False
1277,2,"['C01795', 'R00750']","[1828, 1828]",[],False
1278,2,"['C01796', 'R02747']","[1827, 1824]",[],False
1279,2,"['C01798', 'R02465']","[1795, 1793]",[],False
1280,2,"['C01799', 'R02735']","[1827, 1825]",[],False
1281,2,"['C01802', 'R00039']","[1784, 1784]",[],False
1282,2,"['C01803', 'R02849']","[1784, 1785]",[],False
1283,2,"['C01808', 'R00619']","[1824, 1823]",[],False
1284,2,"['C01811', 'R00755']","[1803, 1804]",[],False
1285,2,"['C01812', 'R02321']","[1815, 1816]",[],False
1286,2,"['C01813', 'R02413']","[1797, 1796]",[],False
1287,2,"['C01815', 'R00303']","[1812, 1811]",[],False
1288,2,"['C01816', 'R02884']","[1807, 1808]",[],False
1289,2,"['C01817', 'R02484']","[1816, 1816]",[],False
1290,2,"['C01818', 'R01395']","[1798, 1799]",[],False
1291,2,"['C01819', 'R02233']","[1808, 1811]",[],False
1292,2,"['C01820', 'R02353']","[1828, 1827]",[],False
1293,2,"['C01821', 'R02716']","[1834, 1831]",[],False
1294,2,"['C01822', 'R02791']","[1833, 1832]",[],False
1295,2,"['C01823', 'R02946']","[1819, 1821]",[],False
1296,2,"['C01824', 'R02216']","[1809, 1809]",[],False
1297,2,"['C01825', 'R01068']","[1799, 1800]",[],False
1298,2,"['C01827', 'R02284']","[1804, 1803]",[],False
1299,2,"['C01828', 'R00696']","[1837, 1840]",[],False
1300,2,"['C01829', 'R01683']","[1831, 1829]",[],False
1301,2,"['C01830', 'R00276']","[1795, 1795]",[],False
1302,2,"['C01831', 'R02099']","[1815, 1812]",[],False
1303,2,"['C01832', 'R02486']","[1813, 1814]",[],False
1304,2,"['C01833', 'R02932']","[1819, 1819]",[],False
1305,2,"['C01834', 'R02039']","[1804, 1805]",[],False
1306,2,"['C01835', 'R01757']","[1823, 1824]",[],False
1307,2,"['C01837', 'R01477']","[1831, 1829]",[],False
1308,2,"['C01838', 'R00987']","[1808, 1807]",[],False
1309,2,"['C01839', 'R01947']","[1832, 1832]",[],False
1310,2,"['C01840', 'R01381']","[1802, 1801]",[],False
1311,2,"['C01842', 'R00428']","[1823, 1825]",[],False
1312,2,"['C01843', 'R01267']","[1783, 1784]",[],False
1313,2,"['C01845', 'R02760']","[1791, 1793]",[],False
1314,2,"['C01846', 'R02889']","[1807, 1808]",[],False
1315,2,"['C01848', 'R02622']","[1787, 1786]",[],False
1316,2,"['C01849', 'R02525']","[1804, 1806]",[],False
1317,2,"['C01850', 'R02753']","[1800, 1799]",[],False
1318,2,"['C01851', 'R00528']","[1801, 1800]",[],False
1319,2,"['C01852', 'R00737']","[1825, 1825]",[],False
1320,2,"['C01853', 'R00598']","[1789, 1788]",[],False
1321,2,"['C01854', 'R00666']","[1832, 1832]",[],False
1322,2,"['C01856', 'R02057']","[1786, 1787]",[],False
1323,2,"['C01857', 'R01355']","[1819, 1818]",[],False
1324,2,"['C01858', 'R00443']","[1825, 1826]",[],False
1325,2,"['C01860', 'R01040']","[1825, 1823]",[],False
1326,2,"['C01863', 'R02203']","[1797, 1799]",[],False
1327,2,"['C01864', 'R02961']","[1816, 1816]",[],False
1328,2,"['C01865', 'R00181']","[1793, 1795]",[],False
1329,2,"['C01866', 'R02227']","[1833, 1836]",[],False
1330,2,"['C01867', 'R01171']","[1783, 1782]",[],False
1331,2,"['C01869', 'R00386']","[1828, 1826]",[],False
1332,2,"['C01872', 'R01512']","[1835, 1831]",['birth_year_conflict'],True
1333,2,"['C01874', 'R01396']","[1803, 1803]",[],False
1334,2,"['C01875', 'R01820']","[1813, 1813]",[],False
1335,2,"['C01877', 'R02370']","[1836, 1840]",['birth_year_conflict'],True
1336,2,"['C01878', 'R00788']","[1789, 1790]",[],False
1337,2,"['C01880', 'R02098']","[1807, 1806]",[],False
1338,2,"['C01882', 'R00262']","[1838, 1839]",[],False
1339,2,"['C01883', 'R01774']","[1831, 1830]",[],False
1340,2,"['C01884', 'R02314']","[1823, 1825]",[],False
1341,2,"['C01885', 'R02757']","[1806, 1805]",[],False
1342,2,"['C01886', 'R00834']","[1826, 1824]",[],False
1343,2,"['C01887', 'R02338']","[1789, 1792]",[],False
1344,2,"['C01888', 'R00692']","[1804, 1804]",[],False
1345,2,"['C01890', 'R00416']","[1840, 1842]",[],False
1346,2,"['C01893', 'R02836']","[1790, 1793]",[],False
1347,2,"['C01895', 'R00806']","[1825, 1826]",[],False
1348,2,"['C01896', 'R01010']","[1797, 1798]",[],False
1349,2,"['C01897', 'R01123']","[1790, 1788]",[],False
1350,2,"['C01901', 'R02340']","[1799, 1797]",[],False
1351,2,"['C01902', 'R02462']","[1800, 1801]",[],False
1352,2,"['C01903', 'R02485']","[1818, 1816]",[],False
1353,2,"['C01907', 'R01763']","[1800, 1798]",[],False
1354,2,"['C01908', 'R00102']","[1784, 1785]",[],False
1355,2,"['C01910', 'R01133']","[1790, 1792]",[],False
1356,2,"['C01911', 'R01662']","[1832, 1834]",[],False
1357,2,"['C01913', 'R02234']","[1825, 1826]",[],False
1358,2,"['C01914', 'R00838']","[1836, 1835]",[],False
1359,2,"['C01916', 'R02745']","[1804, 1803]",[],False
1360,2,"['C01917', 'R01925']","[1804, 1803]",[],False
1361,2,"['C01918', 'R02186']","[1796, 1796]",[],False
1362,2,"['C01920', 'R01229']","[1805, 1806]",[],False
1363,2,"['C01921', 'R01490']","[1785, 1784]",[],False
